E,P,E_Genus,P_Species,D_ace_glu,w_ac_R,w_glc_F,R_F
iEcDH1_1363,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECS88_1305,1410521.3_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iEC1356_Bl21DE3,1410521.3_PID,Escherichia,P.Putida,0.027254673,0.013242074,0.095035542,0.003797615
iEcSMS35_1347,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,303.397_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,303.397_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,303.397_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,303.397_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,303.397_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,303.397_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,303.397_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,303.397_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,303.397_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,303.397_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,303.397_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,303.397_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,303.397_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,303.397_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,303.397_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,303.397_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,303.397_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,303.397_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,303.397_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,303.397_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,303.397_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,303.397_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,303.397_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,303.397_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,303.397_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,303.397_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,303.397_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,303.397_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,303.397_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,303.397_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,303.397_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,303.397_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,303.397_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,303.397_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,303.490_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,303.490_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,303.490_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,303.490_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,303.490_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,303.490_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,303.490_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,303.490_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,303.490_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,303.490_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,303.490_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,303.490_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,303.490_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,303.490_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,303.490_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,303.490_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,303.490_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,303.490_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,303.490_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,303.490_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,303.490_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,303.490_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,303.490_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,303.490_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,303.490_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,303.490_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,303.490_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,303.490_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,303.490_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,303.490_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,303.490_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,303.490_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,303.490_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,303.490_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcolC_1368,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iZ_1308,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECED1_1282,303.209_PID,Escherichia,P.Putida,0.812185753,0.024034137,0.072151374,0.270544862
iEC1364_W,303.209_PID,Escherichia,P.Putida,0.867360758,0.024061893,0.071153561,0.293314083
iJO1366,303.209_PID,Escherichia,P.Putida,0.916424424,0.024087915,0.069334841,0.318378944
iLF82_1304,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
e_coli_core,303.209_PID,Escherichia,P.Putida,0.684217179,0.023962037,0.072871592,0.224988053
iJR904,303.209_PID,Escherichia,P.Putida,0.927990759,0.024101705,0.067074007,0.33345495
iWFL_1372,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcHS_1320,303.209_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECIAI39_1322,303.209_PID,Escherichia,P.Putida,0.833924636,0.024046154,0.071626906,0.279960157
iECO111_1330,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iB21_1397,303.209_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iEC1372_W3110,303.209_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECIAI1_1343,303.209_PID,Escherichia,P.Putida,0.91819003,0.024089011,0.069221865,0.319527499
iAPECO1_1312,303.209_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iECABU_c1320,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iBWG_1329,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iE2348C_1286,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iAF1260,303.209_PID,Escherichia,P.Putida,1.051197215,0.024157489,0.061609818,0.412179192
iEC042_1314,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iYS1720,303.209_PID,Salmonella,P.Putida,1.026113748,0.024121212,0.069261263,0.357358595
iECOK1_1307,303.209_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
STM_v1_0,303.209_PID,Salmonella,P.Putida,1.053602835,0.024139936,0.066282613,0.383719107
iETEC_1333,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC55989_1330,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC1368_DH5a,303.209_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECB_1328,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECD_1391,303.209_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iG2583_1286,303.209_PID,Escherichia,P.Putida,0.745573021,0.023979591,0.076199178,0.23462899
iY75_1357,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECNA114_1301,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECBD_1354,303.209_PID,Escherichia,P.Putida,0.054861296,0.017391745,0.094170196,0.010132013
iAF1260b,303.209_PID,Escherichia,P.Putida,1.051197215,0.024157489,0.061609818,0.412179192
iEcE24377_1341,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECSE_1348,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECSP_1301,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECH74115_1262,303.209_PID,Escherichia,P.Putida,0.745573021,0.023979591,0.076199178,0.23462899
iECSF_1327,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECDH1ME8569_1439,303.209_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iEC1344_C,303.209_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iUMNK88_1353,303.209_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iNRG857_1313,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEKO11_1354,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECP_1309,303.209_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iECs_1301,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC1349_Crooks,303.209_PID,Escherichia,P.Putida,0.865030288,0.0240603,0.071299963,0.291906017
iYL1228,303.209_PID,Klebsiella,P.Putida,0.955353032,0.024087704,0.072329447,0.318158948
iML1515,303.209_PID,Escherichia,P.Putida,1.091421747,0.024179271,0.058141845,0.453886213
iUTI89_1310,303.209_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECO103_1326,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECO26_1355,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iUMN146_1321,303.209_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iSDY_1059,303.209_PID,Shigella,P.Putida,0.980704556,0.024125174,0.065244086,0.362633142
iECW_1372,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcDH1_1363,303.209_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECS88_1305,303.209_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iEC1356_Bl21DE3,303.209_PID,Escherichia,P.Putida,0.027254673,0.01016679,0.095035542,0.002915673
iEcSMS35_1347,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iEcolC_1368,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iZ_1308,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECED1_1282,1331671.3_PID,Escherichia,P.Putida,0.812185753,0.026928577,0.072151374,0.303126681
iEC1364_W,1331671.3_PID,Escherichia,P.Putida,0.867360758,0.026955894,0.071153561,0.328591914
iJO1366,1331671.3_PID,Escherichia,P.Putida,0.916424424,0.026981505,0.069334841,0.356624604
iLF82_1304,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
e_coli_core,1331671.3_PID,Escherichia,P.Putida,0.684217179,0.026857617,0.072871592,0.252175673
iJR904,1331671.3_PID,Escherichia,P.Putida,0.927990759,0.026995077,0.067074007,0.3734857
iWFL_1372,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iEcHS_1320,1331671.3_PID,Escherichia,P.Putida,0.916577,0.026981598,0.069325078,0.356735444
iECIAI39_1322,1331671.3_PID,Escherichia,P.Putida,0.833924636,0.026940404,0.071626906,0.313656804
iECO111_1330,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iB21_1397,1331671.3_PID,Escherichia,P.Putida,0.04372566,0.020391154,0.075055718,0.011879397
iEC1372_W3110,1331671.3_PID,Escherichia,P.Putida,0.916442037,0.026981507,0.069335693,0.356627105
iECIAI1_1343,1331671.3_PID,Escherichia,P.Putida,0.91819003,0.026982584,0.069221865,0.357909154
iAPECO1_1312,1331671.3_PID,Escherichia,P.Putida,0.83380047,0.026940415,0.071613933,0.313667044
iECABU_c1320,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iBWG_1329,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iE2348C_1286,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iAF1260,1331671.3_PID,Escherichia,P.Putida,1.051197215,0.02704998,0.061609818,0.461531362
iEC042_1314,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iYS1720,1331671.3_PID,Salmonella,P.Putida,1.026113748,0.027014276,0.069261263,0.400219679
iECOK1_1307,1331671.3_PID,Escherichia,P.Putida,0.83380047,0.026940415,0.071613933,0.313667044
STM_v1_0,1331671.3_PID,Salmonella,P.Putida,1.053602835,0.027032704,0.066282613,0.429701433
iETEC_1333,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iEC55989_1330,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iEC1368_DH5a,1331671.3_PID,Escherichia,P.Putida,0.916442037,0.026981507,0.069335693,0.356627105
iECB_1328,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECD_1391,1331671.3_PID,Escherichia,P.Putida,0.04372566,0.020391154,0.075055718,0.011879397
iG2583_1286,1331671.3_PID,Escherichia,P.Putida,0.745573021,0.026874893,0.076199178,0.262958155
iY75_1357,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECNA114_1301,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECBD_1354,1331671.3_PID,Escherichia,P.Putida,0.054861296,0.020391153,0.094170196,0.011879397
iAF1260b,1331671.3_PID,Escherichia,P.Putida,1.051197215,0.02704998,0.061609818,0.461531362
iEcE24377_1341,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECSE_1348,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECSP_1301,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
iECH74115_1262,1331671.3_PID,Escherichia,P.Putida,0.745573021,0.026874893,0.076199178,0.262958155
iECSF_1327,1331671.3_PID,Escherichia,P.Putida,0.812197302,0.026928578,0.072152138,0.303127794
