"E","P","R_F","Experiment","type","variable"
"iECW_1372","303.209_PID",0.270545857,"fba","published","R/F"
"iEcDH1_1363","303.209_PID",0.270545857,"fba","published","R/F"
"iECS88_1305","303.209_PID",0.279969313,"fba","published","R/F"
"iEC1356_Bl21DE3","303.209_PID",0.002915673,"fba","published","R/F"
"iEcSMS35_1347","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEcolC_1368","1331671.3_PID",0.303127794,"fba","published","R/F"
"iZ_1308","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECED1_1282","1331671.3_PID",0.303126681,"fba","published","R/F"
"iEC1364_W","1331671.3_PID",0.328591914,"fba","published","R/F"
"iJO1366","1331671.3_PID",0.356624604,"fba","published","R/F"
"iLF82_1304","1331671.3_PID",0.303127794,"fba","published","R/F"
"e_coli_core","1331671.3_PID",0.252175673,"fba","published","R/F"
"iJR904","1331671.3_PID",0.3734857,"fba","published","R/F"
"iWFL_1372","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEcHS_1320","1331671.3_PID",0.356735444,"fba","published","R/F"
"iECIAI39_1322","1331671.3_PID",0.313656804,"fba","published","R/F"
"iECO111_1330","1331671.3_PID",0.303127794,"fba","published","R/F"
"iB21_1397","1331671.3_PID",0.011879397,"fba","published","R/F"
"iEC1372_W3110","1331671.3_PID",0.356627105,"fba","published","R/F"
"iECIAI1_1343","1331671.3_PID",0.357909154,"fba","published","R/F"
"iAPECO1_1312","1331671.3_PID",0.313667044,"fba","published","R/F"
"iECABU_c1320","1331671.3_PID",0.303127794,"fba","published","R/F"
"iBWG_1329","1331671.3_PID",0.303127794,"fba","published","R/F"
"iE2348C_1286","1331671.3_PID",0.303127794,"fba","published","R/F"
"iAF1260","1331671.3_PID",0.461531362,"fba","published","R/F"
"iEC042_1314","1331671.3_PID",0.303127794,"fba","published","R/F"
"iYS1720","1331671.3_PID",0.400219679,"fba","published","R/F"
"iECOK1_1307","1331671.3_PID",0.313667044,"fba","published","R/F"
"STM_v1_0","1331671.3_PID",0.429701433,"fba","published","R/F"
"iETEC_1333","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEC55989_1330","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEC1368_DH5a","1331671.3_PID",0.356627105,"fba","published","R/F"
"iECB_1328","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECD_1391","1331671.3_PID",0.011879397,"fba","published","R/F"
"iG2583_1286","1331671.3_PID",0.262958155,"fba","published","R/F"
"iY75_1357","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECNA114_1301","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECBD_1354","1331671.3_PID",0.011879397,"fba","published","R/F"
"iAF1260b","1331671.3_PID",0.461531362,"fba","published","R/F"
"iEcE24377_1341","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECSE_1348","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECSP_1301","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECH74115_1262","1331671.3_PID",0.262958155,"fba","published","R/F"
"iECSF_1327","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECDH1ME8569_1439","1331671.3_PID",0.356735444,"fba","published","R/F"
"iEC1344_C","1331671.3_PID",0.356627105,"fba","published","R/F"
"iUMNK88_1353","1331671.3_PID",0.356735444,"fba","published","R/F"
"iNRG857_1313","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEKO11_1354","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECP_1309","1331671.3_PID",0.313667044,"fba","published","R/F"
"iECs_1301","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEC1349_Crooks","1331671.3_PID",0.327017125,"fba","published","R/F"
"iYL1228","1331671.3_PID",0.35637856,"fba","published","R/F"
"iML1515","1331671.3_PID",0.508176744,"fba","published","R/F"
"iUTI89_1310","1331671.3_PID",0.356735444,"fba","published","R/F"
"iECO103_1326","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECO26_1355","1331671.3_PID",0.303127794,"fba","published","R/F"
"iUMN146_1321","1331671.3_PID",0.313667044,"fba","published","R/F"
"iSDY_1059","1331671.3_PID",0.406118764,"fba","published","R/F"
"iECW_1372","1331671.3_PID",0.303127794,"fba","published","R/F"
"iEcDH1_1363","1331671.3_PID",0.303127794,"fba","published","R/F"
"iECS88_1305","1331671.3_PID",0.313667044,"fba","published","R/F"
"iEC1356_Bl21DE3","1331671.3_PID",0.003808598,"fba","published","R/F"
"iEcSMS35_1347","303.489_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.489_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.489_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.489_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.489_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.489_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.489_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.489_PID",0.252205851,"fba","published","R/F"
"iJR904","303.489_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.489_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.489_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.489_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.489_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.489_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.489_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.489_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.489_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.489_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.489_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.489_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.489_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.489_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.489_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.489_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.489_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.489_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.489_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.489_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.489_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.489_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.489_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.489_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.489_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.489_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.489_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.489_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.489_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.489_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.489_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.489_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.489_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.489_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.489_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.489_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.489_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.489_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.489_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.489_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.489_PID",0.356421207,"fba","published","R/F"
"iML1515","303.489_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.489_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.489_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.489_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.489_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.489_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.489_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.489_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.489_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.489_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.179_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.179_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.179_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.179_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.179_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.179_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.179_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.179_PID",0.252205851,"fba","published","R/F"
"iJR904","303.179_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.179_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.179_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.179_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.179_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.179_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.179_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.179_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.179_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.179_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.179_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.179_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.179_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.179_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.179_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.179_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.179_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.179_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.179_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.179_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.179_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.179_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.179_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.179_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.179_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.179_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.179_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.179_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.179_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.179_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.179_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.179_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.179_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.179_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.179_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.179_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.179_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.179_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.179_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.179_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.179_PID",0.356421207,"fba","published","R/F"
"iML1515","303.179_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.179_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.179_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.179_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.179_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.179_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.179_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.179_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.179_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.179_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","1081940.5_PID",0.303164068,"fba","published","R/F"
"iZ_1308","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","1081940.5_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","1081940.5_PID",0.328631236,"fba","published","R/F"
"iJO1366","1081940.5_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","1081940.5_PID",0.303164068,"fba","published","R/F"
"e_coli_core","1081940.5_PID",0.252205851,"fba","published","R/F"
"iJR904","1081940.5_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","1081940.5_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","1081940.5_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","1081940.5_PID",0.303164068,"fba","published","R/F"
"iB21_1397","1081940.5_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","1081940.5_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","1081940.5_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","1081940.5_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","1081940.5_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","1081940.5_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","1081940.5_PID",0.303164068,"fba","published","R/F"
"iAF1260","1081940.5_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","1081940.5_PID",0.303164068,"fba","published","R/F"
"iYS1720","1081940.5_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","1081940.5_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","1081940.5_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","1081940.5_PID",0.356669782,"fba","published","R/F"
"iECB_1328","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECD_1391","1081940.5_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","1081940.5_PID",0.262989623,"fba","published","R/F"
"iY75_1357","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","1081940.5_PID",0.011880818,"fba","published","R/F"
"iAF1260b","1081940.5_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","1081940.5_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","1081940.5_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","1081940.5_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","1081940.5_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECP_1309","1081940.5_PID",0.31370458,"fba","published","R/F"
"iECs_1301","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","1081940.5_PID",0.327056258,"fba","published","R/F"
"iYL1228","1081940.5_PID",0.356421207,"fba","published","R/F"
"iML1515","1081940.5_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","1081940.5_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","1081940.5_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","1081940.5_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","1081940.5_PID",0.406167364,"fba","published","R/F"
"iECW_1372","1081940.5_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","1081940.5_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","1081940.5_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","1081940.5_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.169_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.169_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.169_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.169_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.169_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.169_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.169_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.169_PID",0.252205851,"fba","published","R/F"
"iJR904","303.169_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.169_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.169_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.169_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.169_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.169_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.169_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.169_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.169_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.169_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.169_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.169_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.169_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.169_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.169_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.169_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.169_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.169_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.169_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.169_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.169_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.169_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.169_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.169_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.169_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.169_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.169_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.169_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.169_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.169_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.169_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.169_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.169_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.169_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.169_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.169_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.169_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.169_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.169_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.169_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.169_PID",0.356421207,"fba","published","R/F"
"iML1515","303.169_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.169_PID",0.356778134,"fba","published","R/F"
