"E","P","R_F","Experiment","type","variable"
"iECDH1ME8569_1439","303.214_PID",0.318478049,"fba","published","R/F"
"iEC1344_C","303.214_PID",0.31838118,"fba","published","R/F"
"iUMNK88_1353","303.214_PID",0.318478049,"fba","published","R/F"
"iNRG857_1313","303.214_PID",0.270545857,"fba","published","R/F"
"iEKO11_1354","303.214_PID",0.270545857,"fba","published","R/F"
"iECP_1309","303.214_PID",0.279969313,"fba","published","R/F"
"iECs_1301","303.214_PID",0.270545857,"fba","published","R/F"
"iEC1349_Crooks","303.214_PID",0.291906017,"fba","published","R/F"
"iYL1228","303.214_PID",0.318158948,"fba","published","R/F"
"iML1515","303.214_PID",0.453886213,"fba","published","R/F"
"iUTI89_1310","303.214_PID",0.318478049,"fba","published","R/F"
"iECO103_1326","303.214_PID",0.270545857,"fba","published","R/F"
"iECO26_1355","303.214_PID",0.270545857,"fba","published","R/F"
"iUMN146_1321","303.214_PID",0.279969313,"fba","published","R/F"
"iSDY_1059","303.214_PID",0.362633142,"fba","published","R/F"
"iECW_1372","303.214_PID",0.270545857,"fba","published","R/F"
"iEcDH1_1363","303.214_PID",0.270545857,"fba","published","R/F"
"iECS88_1305","303.214_PID",0.279969313,"fba","published","R/F"
"iEC1356_Bl21DE3","303.214_PID",0.002915673,"fba","published","R/F"
"iEcSMS35_1347","303.200_PID",0.270545857,"fba","published","R/F"
"iEcolC_1368","303.200_PID",0.270545857,"fba","published","R/F"
"iZ_1308","303.200_PID",0.270545857,"fba","published","R/F"
"iECED1_1282","303.200_PID",0.270544862,"fba","published","R/F"
"iEC1364_W","303.200_PID",0.293314083,"fba","published","R/F"
"iJO1366","303.200_PID",0.318378944,"fba","published","R/F"
"iLF82_1304","303.200_PID",0.270545857,"fba","published","R/F"
"e_coli_core","303.200_PID",0.224988053,"fba","published","R/F"
"iJR904","303.200_PID",0.33345495,"fba","published","R/F"
"iWFL_1372","303.200_PID",0.270545857,"fba","published","R/F"
"iEcHS_1320","303.200_PID",0.318478049,"fba","published","R/F"
"iECIAI39_1322","303.200_PID",0.279960157,"fba","published","R/F"
"iECO111_1330","303.200_PID",0.270545857,"fba","published","R/F"
"iB21_1397","303.200_PID",0.010132014,"fba","published","R/F"
"iEC1372_W3110","303.200_PID",0.31838118,"fba","published","R/F"
"iECIAI1_1343","303.200_PID",0.319527499,"fba","published","R/F"
"iAPECO1_1312","303.200_PID",0.279969313,"fba","published","R/F"
"iECABU_c1320","303.200_PID",0.270545857,"fba","published","R/F"
"iBWG_1329","303.200_PID",0.270545857,"fba","published","R/F"
"iE2348C_1286","303.200_PID",0.270545857,"fba","published","R/F"
"iAF1260","303.200_PID",0.412179192,"fba","published","R/F"
"iEC042_1314","303.200_PID",0.270545857,"fba","published","R/F"
"iYS1720","303.200_PID",0.357358595,"fba","published","R/F"
"iECOK1_1307","303.200_PID",0.279969313,"fba","published","R/F"
"STM_v1_0","303.200_PID",0.383719107,"fba","published","R/F"
"iETEC_1333","303.200_PID",0.270545857,"fba","published","R/F"
"iEC55989_1330","303.200_PID",0.270545857,"fba","published","R/F"
"iEC1368_DH5a","303.200_PID",0.31838118,"fba","published","R/F"
"iECB_1328","303.200_PID",0.270545857,"fba","published","R/F"
"iECD_1391","303.200_PID",0.010132014,"fba","published","R/F"
"iG2583_1286","303.200_PID",0.23462899,"fba","published","R/F"
"iY75_1357","303.200_PID",0.270545857,"fba","published","R/F"
"iECNA114_1301","303.200_PID",0.270545857,"fba","published","R/F"
"iECBD_1354","303.200_PID",0.010132013,"fba","published","R/F"
"iAF1260b","303.200_PID",0.412179192,"fba","published","R/F"
"iEcE24377_1341","303.200_PID",0.270545857,"fba","published","R/F"
"iECSE_1348","303.200_PID",0.270545857,"fba","published","R/F"
"iECSP_1301","303.200_PID",0.270545857,"fba","published","R/F"
"iECH74115_1262","303.200_PID",0.23462899,"fba","published","R/F"
"iECSF_1327","303.200_PID",0.270545857,"fba","published","R/F"
"iECDH1ME8569_1439","303.200_PID",0.318478049,"fba","published","R/F"
"iEC1344_C","303.200_PID",0.31838118,"fba","published","R/F"
"iUMNK88_1353","303.200_PID",0.318478049,"fba","published","R/F"
"iNRG857_1313","303.200_PID",0.270545857,"fba","published","R/F"
"iEKO11_1354","303.200_PID",0.270545857,"fba","published","R/F"
"iECP_1309","303.200_PID",0.279969313,"fba","published","R/F"
"iECs_1301","303.200_PID",0.270545857,"fba","published","R/F"
"iEC1349_Crooks","303.200_PID",0.291906017,"fba","published","R/F"
"iYL1228","303.200_PID",0.318158948,"fba","published","R/F"
"iML1515","303.200_PID",0.453886213,"fba","published","R/F"
"iUTI89_1310","303.200_PID",0.318478049,"fba","published","R/F"
"iECO103_1326","303.200_PID",0.270545857,"fba","published","R/F"
"iECO26_1355","303.200_PID",0.270545857,"fba","published","R/F"
"iUMN146_1321","303.200_PID",0.279969313,"fba","published","R/F"
"iSDY_1059","303.200_PID",0.362633142,"fba","published","R/F"
"iECW_1372","303.200_PID",0.270545857,"fba","published","R/F"
"iEcDH1_1363","303.200_PID",0.270545857,"fba","published","R/F"
"iECS88_1305","303.200_PID",0.279969313,"fba","published","R/F"
"iEC1356_Bl21DE3","303.200_PID",0.002915673,"fba","published","R/F"
"iEcSMS35_1347","303.180_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.180_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.180_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.180_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.180_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.180_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.180_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.180_PID",0.252290199,"fba","published","R/F"
"iJR904","303.180_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.180_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.180_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.180_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.180_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.180_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.180_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.180_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.180_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.180_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.180_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.180_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.180_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.180_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.180_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.180_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.180_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.180_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.180_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.180_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.180_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.180_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.180_PID",0.263077578,"fba","published","R/F"
"iY75_1357","303.180_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.180_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.180_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.180_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.180_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.180_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.180_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.180_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.180_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.180_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.180_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.180_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.180_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.180_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.180_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.180_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.180_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.180_PID",0.356540409,"fba","published","R/F"
"iML1515","303.180_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.180_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.180_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.180_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.180_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.180_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.180_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.180_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.180_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.180_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEcolC_1368","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iZ_1308","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECED1_1282","irrev_iJN1463.xml",0.303264346,"fba","published","R/F"
"iEC1364_W","irrev_iJN1463.xml",0.328741144,"fba","published","R/F"
"iJO1366","irrev_iJN1463.xml",0.356786565,"fba","published","R/F"
"iLF82_1304","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"e_coli_core","irrev_iJN1463.xml",0.252290199,"fba","published","R/F"
"iJR904","irrev_iJN1463.xml",0.373655318,"fba","published","R/F"
"iWFL_1372","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEcHS_1320","irrev_iJN1463.xml",0.356897455,"fba","published","R/F"
"iECIAI39_1322","irrev_iJN1463.xml",0.313799251,"fba","published","R/F"
"iECO111_1330","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iB21_1397","irrev_iJN1463.xml",0.011884792,"fba","published","R/F"
"iEC1372_W3110","irrev_iJN1463.xml",0.356789067,"fba","published","R/F"
"iECIAI1_1343","irrev_iJN1463.xml",0.358071699,"fba","published","R/F"
"iAPECO1_1312","irrev_iJN1463.xml",0.313809496,"fba","published","R/F"
"iECABU_c1320","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iBWG_1329","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iE2348C_1286","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iAF1260","irrev_iJN1463.xml",0.461740966,"fba","published","R/F"
"iEC042_1314","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iYS1720","irrev_iJN1463.xml",0.400401439,"fba","published","R/F"
"iECOK1_1307","irrev_iJN1463.xml",0.313809496,"fba","published","R/F"
"STM_v1_0","irrev_iJN1463.xml",0.429896582,"fba","published","R/F"
"iETEC_1333","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEC55989_1330","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","irrev_iJN1463.xml",0.356789067,"fba","published","R/F"
"iECB_1328","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECD_1391","irrev_iJN1463.xml",0.011884792,"fba","published","R/F"
"iG2583_1286","irrev_iJN1463.xml",0.263077578,"fba","published","R/F"
"iY75_1357","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECNA114_1301","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECBD_1354","irrev_iJN1463.xml",0.011884792,"fba","published","R/F"
"iAF1260b","irrev_iJN1463.xml",0.461740966,"fba","published","R/F"
"iEcE24377_1341","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECSE_1348","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECSP_1301","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECH74115_1262","irrev_iJN1463.xml",0.263077578,"fba","published","R/F"
"iECSF_1327","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","irrev_iJN1463.xml",0.356897455,"fba","published","R/F"
"iEC1344_C","irrev_iJN1463.xml",0.356789067,"fba","published","R/F"
"iUMNK88_1353","irrev_iJN1463.xml",0.356897455,"fba","published","R/F"
"iNRG857_1313","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEKO11_1354","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECP_1309","irrev_iJN1463.xml",0.313809496,"fba","published","R/F"
"iECs_1301","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","irrev_iJN1463.xml",0.32716564,"fba","published","R/F"
"iYL1228","irrev_iJN1463.xml",0.356540409,"fba","published","R/F"
"iML1515","irrev_iJN1463.xml",0.508407532,"fba","published","R/F"
"iUTI89_1310","irrev_iJN1463.xml",0.356897455,"fba","published","R/F"
"iECO103_1326","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECO26_1355","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iUMN146_1321","irrev_iJN1463.xml",0.313809496,"fba","published","R/F"
"iSDY_1059","irrev_iJN1463.xml",0.406303203,"fba","published","R/F"
"iECW_1372","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iEcDH1_1363","irrev_iJN1463.xml",0.303265459,"fba","published","R/F"
"iECS88_1305","irrev_iJN1463.xml",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","irrev_iJN1463.xml",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","303.430_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.430_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.430_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.430_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.430_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.430_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.430_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.430_PID",0.252205851,"fba","published","R/F"
"iJR904","303.430_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.430_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.430_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.430_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.430_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.430_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.430_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.430_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.430_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.430_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.430_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.430_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.430_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.430_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.430_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.430_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.430_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.430_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.430_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.430_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.430_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.430_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.430_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.430_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.430_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.430_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.430_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.430_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.430_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.430_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.430_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.430_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.430_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.430_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.430_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.430_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.430_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.430_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.430_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.430_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.430_PID",0.356421207,"fba","published","R/F"
"iML1515","303.430_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.430_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.430_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.430_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.430_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.430_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.430_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.430_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.430_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.430_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.427_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.427_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.427_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.427_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.427_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.427_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.427_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.427_PID",0.252290199,"fba","published","R/F"
"iJR904","303.427_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.427_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.427_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.427_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.427_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.427_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.427_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.427_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.427_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.427_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.427_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.427_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.427_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.427_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.427_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.427_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.427_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.427_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.427_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.427_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.427_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.427_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.427_PID",0.263077578,"fba","published","R/F"
"iY75_1357","303.427_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.427_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.427_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.427_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.427_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.427_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.427_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.427_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.427_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.427_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.427_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.427_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.427_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.427_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.427_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.427_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.427_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.427_PID",0.356540409,"fba","published","R/F"
"iML1515","303.427_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.427_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.427_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.427_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.427_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.427_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.427_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.427_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.427_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.427_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","1196325.3_PID",0.303164068,"fba","published","R/F"
"iZ_1308","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","1196325.3_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","1196325.3_PID",0.328631236,"fba","published","R/F"
"iJO1366","1196325.3_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","1196325.3_PID",0.303164068,"fba","published","R/F"
"e_coli_core","1196325.3_PID",0.252205851,"fba","published","R/F"
"iJR904","1196325.3_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","1196325.3_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","1196325.3_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","1196325.3_PID",0.303164068,"fba","published","R/F"
"iB21_1397","1196325.3_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","1196325.3_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","1196325.3_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","1196325.3_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","1196325.3_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","1196325.3_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","1196325.3_PID",0.303164068,"fba","published","R/F"
"iAF1260","1196325.3_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","1196325.3_PID",0.303164068,"fba","published","R/F"
"iYS1720","1196325.3_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","1196325.3_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","1196325.3_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","1196325.3_PID",0.356669782,"fba","published","R/F"
"iECB_1328","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECD_1391","1196325.3_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","1196325.3_PID",0.262989623,"fba","published","R/F"
"iY75_1357","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","1196325.3_PID",0.011880818,"fba","published","R/F"
"iAF1260b","1196325.3_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","1196325.3_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","1196325.3_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","1196325.3_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","1196325.3_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECP_1309","1196325.3_PID",0.31370458,"fba","published","R/F"
"iECs_1301","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","1196325.3_PID",0.327056258,"fba","published","R/F"
"iYL1228","1196325.3_PID",0.356421207,"fba","published","R/F"
"iML1515","1196325.3_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","1196325.3_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","1196325.3_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","1196325.3_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","1196325.3_PID",0.406167364,"fba","published","R/F"
"iECW_1372","1196325.3_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","1196325.3_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","1196325.3_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","1196325.3_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.488_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.488_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.488_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.488_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.488_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.488_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.488_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.488_PID",0.252290199,"fba","published","R/F"
"iJR904","303.488_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.488_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.488_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.488_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.488_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.488_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.488_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.488_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.488_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.488_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.488_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.488_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.488_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.488_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.488_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.488_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.488_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.488_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.488_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.488_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.488_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.488_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.488_PID",0.263077578,"fba","published","R/F"
